win,First Dragon Count,First Inhibitor Count,First Blood Count,First Tower Count,Avg Baron Kills,Avg Inhibitor Kills,Avg Tower Kills,Avg Total Gold,Avg Dragon Kills
0,107,6,137,83,0.035031847133758,0.035031847133758,1.98726114649682,44348.0222929936,0.595541401273885
1,205,269,177,231,0.573248407643312,1.60509554140127,8.61146496815287,55756.7292993631,1.85350318471338
