,gameID,1,2,3,4
0,2756265176,-97.66666666666669,-97.0,-686.3333333333334,-147.66666666666666
1,2757139247,0.0,238.0,-1198.0,-1886.0
2,2757164302,139.0,-187.66666666666663,-966.6666666666664,656.0
3,2757334493,-250.0,690.0,1407.0,-3280.0
4,2757344038,-309.6666666666667,418.66666666666674,1650.0,1514.0
5,2757417224,0.0,-441.5,548.0,-1443.5
6,2757609008,164.5,448.0,88.0,2652.0
7,2757642400,202.3333333333333,1301.6666666666667,2332.6666666666665,184.0
8,2758041096,-257.5,239.5,293.0,-980.0
9,2758738837,0.0,-1129.5,-941.5,-2038.5
10,2759000499,0.0,-594.0,-746.0,1097.0
11,2759024018,0.0,538.5,2394.5,1325.5
12,2759132098,-109.0,597.5,687.5,3851.0
13,2759257697,0.0,-365.0,434.0,1694.0
14,2760780298,75.0,1257.0,881.0,2153.0
15,2760805828,0.0,120.0,519.0,-772.0
16,2760983874,0.0,688.5,620.5,2089.5
17,2761203040,-77.5,86.0,2140.5,4235.5
18,2761508815,97.5,1314.5,-38.0,4699.0
19,2761535163,-100.0,415.0,1946.0,2769.5
20,2761551580,-132.0,137.0,2467.5,-1713.0
21,2761581064,378.33333333333326,-42.66666666666666,766.0,2977.0
22,2762065106,-252.0,-589.5,74.5,-329.5
23,2762076235,12.5,141.5,456.5,-300.0
24,2762130228,2.0,-202.0,-830.3333333333335,831.6666666666665
25,2762156399,153.66666666666666,673.6666666666666,-2403.6666666666665,599.3333333333334
26,2762266260,46.66666666666666,1065.3333333333333,-600.6666666666666,-1574.333333333333
27,2762372735,-5.333333333333333,1018.6666666666664,818.3333333333335,-1577.0
28,2762425666,14.666666666666664,295.3333333333333,326.0,770.3333333333335
29,2762464661,-44.33333333333334,817.3333333333335,-900.0,-1120.6666666666667
30,2762513636,243.25,-309.75,1045.75,622.5
31,2762583443,-48.33333333333334,620.0,177.66666666666663,-751.6666666666665
32,2762616906,61.0,454.0,-558.6666666666666,-23.66666666666667
33,2762647830,0.0,-117.0,409.5,1270.5
34,2762677429,-250.0,52.0,332.5,-649.0
35,2762685802,-56.5,512.0,-671.5,-1439.5
36,2762716493,22.66666666666667,1055.3333333333333,-205.66666666666663,-555.3333333333334
37,2763199113,0.0,-163.5,226.0,-1350.5
38,2763216100,-3.333333333333333,900.6666666666665,1428.666666666667,-583.6666666666666
39,2763625812,0.0,73.0,653.0,-1018.0
40,2764094149,8.0,101.66666666666669,-365.33333333333326,352.33333333333326
41,2764118415,-109.0,-503.66666666666674,-1267.6666666666667,1743.333333333333
42,2764257293,37.333333333333336,129.0,-122.33333333333331,-1593.333333333333
43,2764321997,-50.0,-105.0,447.5,464.0
44,2764362215,0.0,0.0,0.0,219.0
45,2764601921,0.0,475.0,-804.0,-473.5
46,2764609800,6.333333333333332,488.33333333333326,2104.0,102.0
47,2764618872,-21.0,-809.5,-272.25,-1561.5
48,2764632841,0.0,161.0,849.5,1518.0
49,2764829911,361.66666666666674,598.6666666666666,-80.66666666666667,-3521.333333333333
50,2765175660,12.5,135.5,-357.5,563.5
51,2765289814,64.33333333333333,72.33333333333333,283.6666666666667,-230.0
52,2765411393,-163.0,329.0,195.3333333333333,1623.333333333333
53,2765496136,-200.0,-226.0,289.25,-209.5
54,2766260855,0.0,229.5,233.5,-325.5
55,2766334061,0.0,-515.0,234.0,643.0
56,2766372816,0.0,50.0,161.0,113.0
57,2766377503,-18.666666666666668,798.3333333333335,-779.0,-358.33333333333326
58,2766659449,52.0,-165.66666666666666,-1761.0,-275.6666666666667
59,2766665600,-60.0,-538.0,-360.66666666666674,1014.0
60,2767154929,0.0,5.0,44.0,8.0
61,2767171161,-146.25,-341.5,1318.5,-1016.25
62,2767188604,-250.0,-229.0,17.0,-1276.0
63,2767924911,0.0,100.0,103.0,669.0
64,2767937042,0.0,-1400.0,130.0,266.0
65,2767938688,64.25,-612.25,-559.0,-1006.25
66,2767963813,213.66666666666663,764.6666666666665,165.66666666666666,1869.0
67,2767977557,0.0,-204.5,416.0,-482.5
68,2768063473,-550.0,-521.0,2256.0,2958.5
69,2768067875,145.75,-460.5,-104.25,2523.5
70,2768109344,-9.0,101.66666666666669,-1031.0,741.6666666666665
71,2768138100,67.66666666666667,-253.0,-545.6666666666666,410.0
72,2768217152,0.0,-70.0,-340.0,-2661.0
73,2768555906,0.0,295.0,-773.0,297.0
74,2768558409,417.25,-189.25,1822.75,143.75
75,2768566923,0.0,261.0,624.0,-1069.0
76,2768592863,-872.5,-376.5,3849.5,800.0
77,2768618415,-30.0,-344.0,1374.5,1400.5
78,2769465655,176.33333333333337,495.0,114.66666666666669,-1459.666666666667
79,2769526251,-182.0,-346.66666666666674,385.33333333333326,358.66666666666674
80,2769552725,469.5,143.5,1413.0,-40.5
81,2769605360,-21.66666666666667,-194.0,578.6666666666666,-1250.6666666666667
82,2769653710,-179.33333333333337,612.3333333333334,934.3333333333336,-43.33333333333334
83,2770003092,0.0,22.0,1435.5,-423.0
84,2771251363,0.0,-10.0,72.0,1269.0
85,2771259537,-170.0,-920.0,103.33333333333331,902.0
86,2771284780,43.0,-555.6666666666666,-370.0,-682.0
87,2771292493,0.0,661.0,288.0,1523.5
88,2771536510,0.0,-482.0,-1224.5,492.0
89,2771545351,235.0,798.5,-329.5,786.5
90,2771573486,-16.0,831.3333333333335,-336.6666666666667,2333.333333333333
91,2771727747,29.0,664.6666666666666,525.6666666666666,29.0
92,2771749779,0.0,-99.5,1599.5,5.5
93,2771791886,0.0,-5.0,442.0,889.0
94,2771803977,-836.75,-520.5,-226.0,-1035.25
95,2771809200,-34.333333333333336,-877.6666666666665,508.0,652.3333333333334
96,2771864592,17.333333333333332,-162.66666666666666,1491.0,-1137.6666666666667
97,2771872510,250.0,226.0,-1142.0,-1949.5
98,2771903038,0.0,-3.5,141.0,969.5
99,2771917278,145.75,-653.75,430.5,-1667.5
100,2772353094,0.0,481.0,217.5,655.0
101,2772792075,243.0,1176.3333333333333,-595.3333333333334,-1722.333333333333
102,2772870576,38.66666666666666,230.0,326.0,4083.666666666666
103,2773165414,-14.666666666666664,-109.33333333333331,-227.66666666666663,-429.33333333333326
104,2773192434,0.0,341.5,1026.0,-138.5
105,2773422517,0.0,273.5,1636.5,935.5
106,2775572322,0.0,421.0,-298.0,-327.5
107,2776436636,0.0,-1335.0,-1305.0,585.0
108,2780101883,299.75,1448.75,1638.75,2434.5
109,2781870280,0.0,0.0,60.0,202.0
110,2850871260,0.0,448.0,-967.5,1849.5
111,2854948461,12.5,168.5,-265.0,975.0
112,2855363380,0.0,360.0,190.0,849.0
113,2855564190,0.0,-300.0,-292.0,-2188.0
114,2881105278,43.25,-588.25,-752.25,-965.5
115,2881149253,0.0,265.5,426.5,-841.0
116,2881543069,-217.5,-1030.5,1913.5,-3040.0
117,2881606118,-191.0,814.3333333333335,-104.66666666666669,-208.3333333333333
118,2881611520,-120.0,20.5,371.0,2727.0
119,2881639070,-17.0,-34.333333333333336,-1558.0,249.66666666666663
120,2881651487,0.0,-87.0,-218.0,-338.0
121,2881902356,0.0,-10.0,363.0,-1703.0
122,2881925913,125.0,363.0,466.0,2525.5
123,2881979258,-100.0,1348.0,1387.0,2796.0
124,2882184322,355.0,1381.333333333333,690.0,1549.666666666667
125,2882196619,5.0,386.0,-491.0,523.5
126,2882377986,-250.0,105.5,1524.5,185.5
127,2882404041,-23.0,-139.66666666666666,17.333333333333332,990.3333333333336
128,2882599977,-175.0,1461.5,453.5,-2598.0
129,2883371999,0.0,-340.0,-1664.0,-433.0
130,2883427022,-177.5,1466.5,-416.5,1823.5
131,2883906190,-225.0,-907.0,1798.0,2282.5
132,2883921515,120.0,553.0,-2873.0,-3060.0
133,2884677921,0.0,35.0,675.0,1190.0
134,2885190147,50.0,214.5,2192.5,-970.5
135,2885270895,-107.5,140.0,758.0,-2987.0
136,2885705149,0.0,1350.0,-106.0,360.0
137,2885742196,-57.5,-1670.0,-217.5,-199.0
138,2886410014,0.0,-25.0,-2012.0,5299.5
139,2886421142,-25.0,1394.0,2525.0,5024.0
140,2886473997,60.0,686.0,2387.5,3263.0
141,2886588148,19.666666666666668,589.3333333333334,483.66666666666674,-180.0
142,2886629072,-255.0,-37.5,-384.5,67.5
143,2886667123,8.0,126.66666666666669,986.3333333333336,-12.666666666666664
144,2886706280,0.0,-1375.0,-1241.0,-1028.0
145,2886740577,0.0,1152.0,-281.0,-1066.0
146,2886745839,82.0,-1298.6666666666667,1442.0,1182.6666666666667
147,2887041071,0.0,0.0,2393.0,803.0
148,2887045532,6.0,160.0,2295.0,1016.0
149,2887064208,707.5,-829.0,577.5,5262.5
150,2887076159,0.0,185.0,358.0,-946.0
151,2887193217,657.5,-144.5,165.0,-2174.5
152,2887241718,-47.0,-229.66666666666663,-987.0,786.3333333333335
153,2887315275,235.0,465.5,2642.5,-3403.5
154,2888086225,199.0,-602.3333333333334,77.66666666666667,-23.66666666666667
155,2888587974,-754.0,425.0,2705.5,-2451.5
156,2889092577,175.0,-45.5,817.5,2064.5
157,2889855187,0.0,-1250.0,-727.0,-382.0
158,2890359159,0.0,25.0,-228.0,1069.0
159,2890392192,0.0,-1285.0,-653.0,-1633.0
160,2890773023,78.33333333333333,-439.66666666666674,-799.3333333333335,916.0
161,2890777411,0.0,-119.0,225.0,938.5
162,2890809737,181.0,752.3333333333335,-1267.6666666666667,405.66666666666674
163,2890900577,46.33333333333334,101.0,-1090.6666666666667,-1120.6666666666667
164,2890943560,102.0,287.75,585.75,-186.25
165,2891063899,3.0,398.0,391.66666666666674,353.0
166,2891096392,0.0,638.0,-337.0,-938.5
167,2891122191,20.0,733.3333333333335,1410.333333333333,118.33333333333331
168,2891678880,50.0,2040.5,2067.0,-592.0
169,2891806516,-127.5,-435.0,747.0,-81.5
170,2891852675,-22.66666666666667,-386.0,-165.33333333333334,296.6666666666667
171,2891883759,0.0,-49.0,-193.0,-91.5
172,2891960983,10.666666666666666,-816.6666666666665,794.6666666666665,718.0
173,2892486300,0.0,-1265.0,1966.0,2797.0
174,2892992073,-1445.0,372.5,2399.5,2972.0
175,2894015404,125.0,396.0,768.0,2112.5
176,2894030627,0.0,-345.0,-705.0,223.0
177,2894533489,-287.5,-1672.0,1093.5,-971.0
178,2894563082,50.0,-57.0,-1354.0,-2380.0
179,2895115928,0.0,-365.0,-233.0,1224.0
180,2895119363,0.0,620.0,683.0,936.0
181,2895147142,0.0,35.0,104.0,2579.0
182,2895799030,-20.0,1410.5,2234.5,1485.5
183,2895839932,202.5,-1159.5,-298.0,-2532.5
184,2895844104,210.5,1034.5,2271.5,8755.0
185,2896097800,0.0,85.0,762.0,5051.0
186,2896112362,-612.5,228.5,2511.0,1791.0
187,2896141492,0.0,-1375.0,1780.0,2043.0
188,2896146223,0.0,-440.0,1060.0,1699.0
189,2896176718,0.0,50.0,-794.0,405.0
190,2896182561,-750.0,819.0,-76.0,-1405.5
